ID;Edad;Ingresos_Anuales;Historial_Crediticio;Monto_Prestamo_Solicitado;Plazo_Prestamo_Años;Número_Creditos_Previos;Empleo;Tasa_Interes;Decision_Final
431;25;16923590;0;1325965;5;6;empleado;4,2;FALSO
432;38;6426260;1;4542607;10;2;empleado;12,4;VERDADERO
433;57;4468506;0;4321386;4;11;desempleado;11,3;FALSO
434;52;20292904;1;1956743;2;3;autónomo;5,1;VERDADERO
435;35;9702721;0;3585648;8;6;empleado;2,4;FALSO
436;24;12192168;1;4807341;14;4;autónomo;2,8;VERDADERO
437;39;20143791;0;3825060;4;8;empleado;1,6;FALSO
438;25;2778629;1;4934967;3;4;desempleado;12,2;FALSO
439;21;9816714;1;2433483;13;6;empleado;3,6;VERDADERO
440;35;4356386;1;913013;9;7;desempleado;11,5;FALSO
441;25;13848702;0;4911037;15;8;autónomo;12,6;FALSO
442;27;15214015;0;2552914;12;11;autónomo;4,8;FALSO
443;46;4441502;1;1929478;7;6;desempleado;13,5;FALSO
444;49;18708719;1;4281536;8;7;empleado;11,7;VERDADERO
445;33;7613277;1;3967695;7;10;empleado;9,6;VERDADERO
446;25;2968467;1;2999159;9;5;desempleado;6,9;FALSO
447;33;10641311;1;3870377;3;3;empleado;2,1;VERDADERO
448;45;4784730;0;1566641;1;7;desempleado;6,3;FALSO
449;45;14163290;0;2527726;12;10;autónomo;7;FALSO
450;39;18192526;1;2954623;6;1;autónomo;7,5;VERDADERO
451;41;19567768;1;1030442;12;10;empleado;1,3;VERDADERO
452;54;15384743;1;3251229;13;12;autónomo;1,2;VERDADERO
453;51;4319123;1;2597881;6;3;desempleado;8,3;FALSO
454;23;14732682;0;2786031;9;11;empleado;6,3;FALSO
455;43;3701052;0;1844877;14;7;desempleado;5,9;FALSO
456;22;10257289;1;3405217;9;6;autónomo;9,5;VERDADERO
457;43;20003996;0;3674373;8;10;empleado;5,7;FALSO
458;29;17484965;1;1353019;3;11;empleado;1,4;VERDADERO
459;56;16788303;1;3330628;11;1;empleado;11;VERDADERO
460;43;9921671;0;2606677;11;5;empleado;10,4;FALSO
461;42;13193409;0;1494948;6;5;empleado;11,7;FALSO
462;37;14473353;0;4029190;1;3;autónomo;3,2;FALSO
463;52;10826705;0;4752387;5;3;empleado;3,1;FALSO
464;28;11617468;1;1436712;13;6;autónomo;9,1;VERDADERO
465;52;17563918;0;2740164;13;2;empleado;12,9;FALSO
466;45;18363204;1;2147616;7;12;empleado;4,3;VERDADERO
467;56;11518694;0;834023;7;9;empleado;1,1;FALSO
468;32;17027825;0;1835003;7;7;empleado;5;FALSO
469;50;8581699;0;4151085;15;9;autónomo;1;FALSO
470;57;3316220;0;3592439;9;7;desempleado;4,4;FALSO
471;53;11952502;0;916174;15;3;empleado;10,5;FALSO
472;26;3260565;0;1660656;9;3;desempleado;5,9;FALSO
473;45;2570193;0;3194850;12;2;desempleado;11,5;FALSO
474;31;9889208;1;4819933;6;10;empleado;7,5;VERDADERO
475;60;2558426;1;3748791;4;4;desempleado;7,6;FALSO
476;54;4545038;0;2943967;7;1;desempleado;7,3;FALSO
477;41;3624388;1;3766736;5;1;desempleado;6,2;FALSO
478;59;19558041;0;1874520;11;5;autónomo;13,2;FALSO
479;21;9182643;1;1341184;15;6;empleado;12;VERDADERO
480;40;3328082;1;2735019;7;11;desempleado;4,9;FALSO
481;30;13034332;1;995779;2;6;autónomo;11,2;VERDADERO
482;21;3990535;0;4354304;10;11;desempleado;11,9;FALSO
483;48;6126907;1;2436219;1;9;empleado;2,9;VERDADERO
484;49;11867138;1;1928081;13;8;empleado;12,8;VERDADERO
485;31;14899091;1;2108739;15;7;autónomo;10;VERDADERO
486;44;20758585;1;837312;5;3;empleado;2,9;VERDADERO
487;31;10133710;0;2602703;7;6;autónomo;12,2;FALSO
488;58;9175851;1;1092210;11;9;empleado;1;VERDADERO
489;44;3841645;1;4541637;14;3;desempleado;11,8;FALSO
490;57;4136183;0;2669161;1;4;desempleado;4,4;FALSO
491;28;11158020;1;1961881;4;12;empleado;3,7;VERDADERO
492;60;3207300;0;1030681;13;10;desempleado;8,3;FALSO
493;42;7932369;1;901508;9;7;autónomo;6,4;VERDADERO
494;27;14992105;0;4220457;13;9;autónomo;12,8;FALSO
495;26;17906791;1;4120527;6;12;autónomo;1,8;VERDADERO
496;37;12390036;1;1626987;1;3;autónomo;8,3;VERDADERO
497;49;3317303;0;4343143;12;3;desempleado;11,7;FALSO
498;27;10248962;1;4100235;3;12;empleado;12,3;VERDADERO
499;42;3077737;1;4941127;13;6;desempleado;2,4;FALSO
500;21;20034014;1;2730159;12;10;autónomo;6,1;VERDADERO
501;56;12844849;0;2585336;12;11;autónomo;7,5;FALSO
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
